cardId,cardTitle,sourceFile,backgroundId,backgroundFileName,backgroundUnityPath,choiceSlot,choiceId,choiceText,choiceImageId,choiceFileName,choiceUnityPath,nextCardId
smm_card_006,Yetimlikten Bulaşıkhaneye: Kör Alev,CARDS_PART_01_INTRO.yaml,bg_halk_ekmek_kuyrugu,bg_halk_ekmek_kuyrugu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_halk_ekmek_kuyrugu.png,A,smm_card_006_a,Lekeyi üstlenip gerçeği söyle,choice_smm_card_006_a,choice_smm_card_006_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_006_a.png,smm_card_007
smm_card_006,Yetimlikten Bulaşıkhaneye: Kör Alev,CARDS_PART_01_INTRO.yaml,bg_halk_ekmek_kuyrugu,bg_halk_ekmek_kuyrugu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_halk_ekmek_kuyrugu.png,B,smm_card_006_b,Suçu kıdemsiz çırağa yönelt,choice_smm_card_006_b,choice_smm_card_006_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_006_b.png,smm_card_008
smm_card_007,Yetimlikten Bulaşıkhaneye: Üç Nohut,CARDS_PART_01_INTRO.yaml,bg_kaz_avlusu,bg_kaz_avlusu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_kaz_avlusu.png,A,smm_card_007_a,Tabakları sessizce düzene sok,choice_smm_card_007_a,choice_smm_card_007_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_007_a.png,smm_card_008
smm_card_007,Yetimlikten Bulaşıkhaneye: Üç Nohut,CARDS_PART_01_INTRO.yaml,bg_kaz_avlusu,bg_kaz_avlusu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_kaz_avlusu.png,B,smm_card_007_b,Fısıltıyı soytarıya sat,choice_smm_card_007_b,choice_smm_card_007_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_007_b.png,smm_card_009
smm_card_008,Yetimlikten Bulaşıkhaneye: Kapıdaki Fısıltı,CARDS_PART_01_INTRO.yaml,bg_saray_bulasikhanesi_sabah,bg_saray_bulasikhanesi_sabah.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_sabah.png,A,smm_card_008_a,Aç çocuğa payını bırak,choice_smm_card_008_a,choice_smm_card_008_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_008_a.png,smm_card_009
smm_card_008,Yetimlikten Bulaşıkhaneye: Kapıdaki Fısıltı,CARDS_PART_01_INTRO.yaml,bg_saray_bulasikhanesi_sabah,bg_saray_bulasikhanesi_sabah.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_sabah.png,B,smm_card_008_b,Kiler kapısını gizlice dene,choice_smm_card_008_b,choice_smm_card_008_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_008_b.png,smm_card_010
smm_card_009,Yetimlikten Bulaşıkhaneye: Aç Karnın Sözü,CARDS_PART_01_INTRO.yaml,bg_saray_bulasikhanesi_gece,bg_saray_bulasikhanesi_gece.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_gece.png,A,smm_card_009_a,Ustanın ölçüsünü harfiyen uygula,choice_smm_card_009_a,choice_smm_card_009_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_009_a.png,smm_card_010
smm_card_009,Yetimlikten Bulaşıkhaneye: Aç Karnın Sözü,CARDS_PART_01_INTRO.yaml,bg_saray_bulasikhanesi_gece,bg_saray_bulasikhanesi_gece.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_gece.png,B,smm_card_009_b,Kazın yürüyüşünü abartarak anlat,choice_smm_card_009_b,choice_smm_card_009_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_009_b.png,smm_card_011
smm_card_010,Yetimlikten Bulaşıkhaneye: Ustanın Sınavı,CARDS_PART_01_INTRO.yaml,bg_hizmetkar_koridoru,bg_hizmetkar_koridoru.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_hizmetkar_koridoru.png,A,smm_card_010_a,Kapı nöbetçisine saygılı yaklaş,choice_smm_card_010_a,choice_smm_card_010_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_010_a.png,smm_card_011
smm_card_010,Yetimlikten Bulaşıkhaneye: Ustanın Sınavı,CARDS_PART_01_INTRO.yaml,bg_hizmetkar_koridoru,bg_hizmetkar_koridoru.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_hizmetkar_koridoru.png,B,smm_card_010_b,Artan ekmeği pazara kaçır,choice_smm_card_010_b,choice_smm_card_010_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_010_b.png,smm_card_013
smm_card_011,Yetimlikten Bulaşıkhaneye: Kazanın Gölgesi,CARDS_PART_01_INTRO.yaml,bg_kiler_serin_tas,bg_kiler_serin_tas.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_kiler_serin_tas.png,A,smm_card_011_a,Lekeyi üstlenip gerçeği söyle,choice_smm_card_011_a,choice_smm_card_011_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_011_a.png,smm_card_012
smm_card_011,Yetimlikten Bulaşıkhaneye: Kazanın Gölgesi,CARDS_PART_01_INTRO.yaml,bg_kiler_serin_tas,bg_kiler_serin_tas.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_kiler_serin_tas.png,B,smm_card_011_b,Suçu kıdemsiz çırağa yönelt,choice_smm_card_011_b,choice_smm_card_011_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_011_b.png,smm_card_013
smm_card_012,Yetimlikten Bulaşıkhaneye: Tuz ve Yemin,CARDS_PART_01_INTRO.yaml,bg_saray_avlusu,bg_saray_avlusu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_avlusu.png,A,smm_card_012_a,Tabakları sessizce düzene sok,choice_smm_card_012_a,choice_smm_card_012_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_012_a.png,smm_card_013
smm_card_012,Yetimlikten Bulaşıkhaneye: Tuz ve Yemin,CARDS_PART_01_INTRO.yaml,bg_saray_avlusu,bg_saray_avlusu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_avlusu.png,B,smm_card_012_b,Fısıltıyı soytarıya sat,choice_smm_card_012_b,choice_smm_card_012_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_012_b.png,smm_card_014
smm_card_013,Yetimlikten Bulaşıkhaneye: Kırık Tabak,CARDS_PART_01_INTRO.yaml,bg_halk_ekmek_kuyrugu,bg_halk_ekmek_kuyrugu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_halk_ekmek_kuyrugu.png,A,smm_card_013_a,Aç çocuğa payını bırak,choice_smm_card_013_a,choice_smm_card_013_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_013_a.png,smm_card_014
smm_card_013,Yetimlikten Bulaşıkhaneye: Kırık Tabak,CARDS_PART_01_INTRO.yaml,bg_halk_ekmek_kuyrugu,bg_halk_ekmek_kuyrugu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_halk_ekmek_kuyrugu.png,B,smm_card_013_b,Kiler kapısını gizlice dene,choice_smm_card_013_b,choice_smm_card_013_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_013_b.png,smm_card_015
smm_card_014,Yetimlikten Bulaşıkhaneye: Mum Işığı,CARDS_PART_01_INTRO.yaml,bg_kaz_avlusu,bg_kaz_avlusu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_kaz_avlusu.png,A,smm_card_014_a,Ustanın ölçüsünü harfiyen uygula,choice_smm_card_014_a,choice_smm_card_014_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_014_a.png,smm_card_015
smm_card_014,Yetimlikten Bulaşıkhaneye: Mum Işığı,CARDS_PART_01_INTRO.yaml,bg_kaz_avlusu,bg_kaz_avlusu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_kaz_avlusu.png,B,smm_card_014_b,Kazın yürüyüşünü abartarak anlat,choice_smm_card_014_b,choice_smm_card_014_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_014_b.png,smm_card_016
smm_card_015,Yetimlikten Bulaşıkhaneye: Gece Nöbeti,CARDS_PART_01_INTRO.yaml,bg_saray_bulasikhanesi_sabah,bg_saray_bulasikhanesi_sabah.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_sabah.png,A,smm_card_015_a,Kapı nöbetçisine saygılı yaklaş,choice_smm_card_015_a,choice_smm_card_015_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_015_a.png,smm_card_016
smm_card_015,Yetimlikten Bulaşıkhaneye: Gece Nöbeti,CARDS_PART_01_INTRO.yaml,bg_saray_bulasikhanesi_sabah,bg_saray_bulasikhanesi_sabah.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_sabah.png,B,smm_card_015_b,Artan ekmeği pazara kaçır,choice_smm_card_015_b,choice_smm_card_015_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_015_b.png,smm_card_018
smm_card_016,Yetimlikten Bulaşıkhaneye: Kilitli Raf,CARDS_PART_01_INTRO.yaml,bg_saray_bulasikhanesi_gece,bg_saray_bulasikhanesi_gece.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_gece.png,A,smm_card_016_a,Lekeyi üstlenip gerçeği söyle,choice_smm_card_016_a,choice_smm_card_016_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_016_a.png,smm_card_017
smm_card_016,Yetimlikten Bulaşıkhaneye: Kilitli Raf,CARDS_PART_01_INTRO.yaml,bg_saray_bulasikhanesi_gece,bg_saray_bulasikhanesi_gece.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_gece.png,B,smm_card_016_b,Suçu kıdemsiz çırağa yönelt,choice_smm_card_016_b,choice_smm_card_016_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_016_b.png,smm_card_018
smm_card_017,Yetimlikten Bulaşıkhaneye: Sarayın Kulağı,CARDS_PART_01_INTRO.yaml,bg_hizmetkar_koridoru,bg_hizmetkar_koridoru.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_hizmetkar_koridoru.png,A,smm_card_017_a,Tabakları sessizce düzene sok,choice_smm_card_017_a,choice_smm_card_017_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_017_a.png,smm_card_018
smm_card_017,Yetimlikten Bulaşıkhaneye: Sarayın Kulağı,CARDS_PART_01_INTRO.yaml,bg_hizmetkar_koridoru,bg_hizmetkar_koridoru.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_hizmetkar_koridoru.png,B,smm_card_017_b,Fısıltıyı soytarıya sat,choice_smm_card_017_b,choice_smm_card_017_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_017_b.png,smm_card_019
smm_card_018,Yetimlikten Bulaşıkhaneye: Yağ Halkası,CARDS_PART_01_INTRO.yaml,bg_kiler_serin_tas,bg_kiler_serin_tas.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_kiler_serin_tas.png,A,smm_card_018_a,Aç çocuğa payını bırak,choice_smm_card_018_a,choice_smm_card_018_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_018_a.png,smm_card_019
smm_card_018,Yetimlikten Bulaşıkhaneye: Yağ Halkası,CARDS_PART_01_INTRO.yaml,bg_kiler_serin_tas,bg_kiler_serin_tas.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_kiler_serin_tas.png,B,smm_card_018_b,Kiler kapısını gizlice dene,choice_smm_card_018_b,choice_smm_card_018_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_018_b.png,smm_card_020
smm_card_019,Yetimlikten Bulaşıkhaneye: Ak Gaga'nın Yolu,CARDS_PART_01_INTRO.yaml,bg_saray_avlusu,bg_saray_avlusu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_avlusu.png,A,smm_card_019_a,Ustanın ölçüsünü harfiyen uygula,choice_smm_card_019_a,choice_smm_card_019_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_019_a.png,smm_card_020
smm_card_019,Yetimlikten Bulaşıkhaneye: Ak Gaga'nın Yolu,CARDS_PART_01_INTRO.yaml,bg_saray_avlusu,bg_saray_avlusu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_avlusu.png,B,smm_card_019_b,Kazın yürüyüşünü abartarak anlat,choice_smm_card_019_b,choice_smm_card_019_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_019_b.png,smm_card_021
smm_card_020,Yetimlikten Bulaşıkhaneye: Gümüş Kaşık,CARDS_PART_01_INTRO.yaml,bg_halk_ekmek_kuyrugu,bg_halk_ekmek_kuyrugu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_halk_ekmek_kuyrugu.png,A,smm_card_020_a,Kapı nöbetçisine saygılı yaklaş,choice_smm_card_020_a,choice_smm_card_020_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_020_a.png,smm_card_021
smm_card_020,Yetimlikten Bulaşıkhaneye: Gümüş Kaşık,CARDS_PART_01_INTRO.yaml,bg_halk_ekmek_kuyrugu,bg_halk_ekmek_kuyrugu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_halk_ekmek_kuyrugu.png,B,smm_card_020_b,Artan ekmeği pazara kaçır,choice_smm_card_020_b,choice_smm_card_020_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_020_b.png,smm_card_023
smm_card_021,Yetimlikten Bulaşıkhaneye: Kayıp Ölçü,CARDS_PART_01_INTRO.yaml,bg_kaz_avlusu,bg_kaz_avlusu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_kaz_avlusu.png,A,smm_card_021_a,Lekeyi üstlenip gerçeği söyle,choice_smm_card_021_a,choice_smm_card_021_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_021_a.png,smm_card_022
smm_card_021,Yetimlikten Bulaşıkhaneye: Kayıp Ölçü,CARDS_PART_01_INTRO.yaml,bg_kaz_avlusu,bg_kaz_avlusu.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_kaz_avlusu.png,B,smm_card_021_b,Suçu kıdemsiz çırağa yönelt,choice_smm_card_021_b,choice_smm_card_021_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_021_b.png,smm_card_023
smm_card_022,Yetimlikten Bulaşıkhaneye: Kuyrukta Ekmek,CARDS_PART_01_INTRO.yaml,bg_saray_bulasikhanesi_sabah,bg_saray_bulasikhanesi_sabah.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_sabah.png,A,smm_card_022_a,Tabakları sessizce düzene sok,choice_smm_card_022_a,choice_smm_card_022_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_022_a.png,smm_card_023
smm_card_022,Yetimlikten Bulaşıkhaneye: Kuyrukta Ekmek,CARDS_PART_01_INTRO.yaml,bg_saray_bulasikhanesi_sabah,bg_saray_bulasikhanesi_sabah.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_sabah.png,B,smm_card_022_b,Fısıltıyı soytarıya sat,choice_smm_card_022_b,choice_smm_card_022_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_022_b.png,smm_card_024
smm_card_023,Yetimlikten Bulaşıkhaneye: Keskin Koku,CARDS_PART_01_INTRO.yaml,bg_saray_bulasikhanesi_gece,bg_saray_bulasikhanesi_gece.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_gece.png,A,smm_card_023_a,Aç çocuğa payını bırak,choice_smm_card_023_a,choice_smm_card_023_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_023_a.png,smm_card_024
smm_card_023,Yetimlikten Bulaşıkhaneye: Keskin Koku,CARDS_PART_01_INTRO.yaml,bg_saray_bulasikhanesi_gece,bg_saray_bulasikhanesi_gece.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_gece.png,B,smm_card_023_b,Kiler kapısını gizlice dene,choice_smm_card_023_b,choice_smm_card_023_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_023_b.png,smm_card_025
smm_card_024,Yetimlikten Bulaşıkhaneye: Mühre Giden İz,CARDS_PART_01_INTRO.yaml,bg_hizmetkar_koridoru,bg_hizmetkar_koridoru.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_hizmetkar_koridoru.png,A,smm_card_024_a,Ustanın ölçüsünü harfiyen uygula,choice_smm_card_024_a,choice_smm_card_024_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_024_a.png,smm_card_025
smm_card_024,Yetimlikten Bulaşıkhaneye: Mühre Giden İz,CARDS_PART_01_INTRO.yaml,bg_hizmetkar_koridoru,bg_hizmetkar_koridoru.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_hizmetkar_koridoru.png,B,smm_card_024_b,Kazın yürüyüşünü abartarak anlat,choice_smm_card_024_b,choice_smm_card_024_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_024_b.png,smm_card_026
smm_card_025,Yetimlikten Bulaşıkhaneye: Dar Boğaz,CARDS_PART_01_INTRO.yaml,bg_kiler_serin_tas,bg_kiler_serin_tas.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_kiler_serin_tas.png,A,smm_card_025_a,Kapı nöbetçisine saygılı yaklaş,choice_smm_card_025_a,choice_smm_card_025_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_025_a.png,smm_card_026
smm_card_025,Yetimlikten Bulaşıkhaneye: Dar Boğaz,CARDS_PART_01_INTRO.yaml,bg_kiler_serin_tas,bg_kiler_serin_tas.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_kiler_serin_tas.png,B,smm_card_025_b,Artan ekmeği pazara kaçır,choice_smm_card_025_b,choice_smm_card_025_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_025_b.png,smm_card_028
smm_card_026,Büyük Mutfakta Yükseliş: İlk Eşik,CARDS_PART_02_KITCHEN_RISE.yaml,bg_buyuk_mutfak_atesli,bg_buyuk_mutfak_atesli.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_buyuk_mutfak_atesli.png,A,smm_card_026_a,Kazanı ustanın yöntemiyle kurtar,choice_smm_card_026_a,choice_smm_card_026_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_026_a.png,smm_card_027
smm_card_026,Büyük Mutfakta Yükseliş: İlk Eşik,CARDS_PART_02_KITCHEN_RISE.yaml,bg_buyuk_mutfak_atesli,bg_buyuk_mutfak_atesli.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_buyuk_mutfak_atesli.png,B,smm_card_026_b,Lezzeti gizli baharatla yükselt,choice_smm_card_026_b,choice_smm_card_026_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_026_b.png,smm_card_028
smm_card_027,Büyük Mutfakta Yükseliş: Sıcak Bakır,CARDS_PART_02_KITCHEN_RISE.yaml,bg_buyuk_mutfak_sakin,bg_buyuk_mutfak_sakin.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_buyuk_mutfak_sakin.png,A,smm_card_027_a,Baharatı ölçerek sabırla ekle,choice_smm_card_027_a,choice_smm_card_027_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_027_a.png,smm_card_028
smm_card_027,Büyük Mutfakta Yükseliş: Sıcak Bakır,CARDS_PART_02_KITCHEN_RISE.yaml,bg_buyuk_mutfak_sakin,bg_buyuk_mutfak_sakin.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_buyuk_mutfak_sakin.png,B,smm_card_027_b,Ustanın tarifini kendi adına geçir,choice_smm_card_027_b,choice_smm_card_027_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_027_b.png,smm_card_029
smm_card_028,Büyük Mutfakta Yükseliş: Sessiz Bakış,CARDS_PART_02_KITCHEN_RISE.yaml,bg_baharat_odasi_safran,bg_baharat_odasi_safran.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_baharat_odasi_safran.png,A,smm_card_028_a,Hükümdarın tabağını temiz tut,choice_smm_card_028_a,choice_smm_card_028_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_028_a.png,smm_card_029
smm_card_028,Büyük Mutfakta Yükseliş: Sessiz Bakış,CARDS_PART_02_KITCHEN_RISE.yaml,bg_baharat_odasi_safran,bg_baharat_odasi_safran.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_baharat_odasi_safran.png,B,smm_card_028_b,Hükümdarın tabağına işaret bırak,choice_smm_card_028_b,choice_smm_card_028_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_028_b.png,smm_card_030
smm_card_029,Büyük Mutfakta Yükseliş: İnce Hesap,CARDS_PART_02_KITCHEN_RISE.yaml,bg_saray_bulasikhanesi_gece,bg_saray_bulasikhanesi_gece.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_gece.png,A,smm_card_029_a,Yamakları adil biçimde sırala,choice_smm_card_029_a,choice_smm_card_029_a.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_029_a.png,smm_card_030
smm_card_029,Büyük Mutfakta Yükseliş: İnce Hesap,CARDS_PART_02_KITCHEN_RISE.yaml,bg_saray_bulasikhanesi_gece,bg_saray_bulasikhanesi_gece.png,Assets/Stories/saray_mutfagindan_muhre/Backgrounds/bg_saray_bulasikhanesi_gece.png,B,smm_card_029_b,Yamakları birbirine düşür,choice_smm_card_029_b,choice_smm_card_029_b.png,Assets/Stories/saray_mutfagindan_muhre/Choices/choice_smm_card_029_b.png,smm_card_031
